68884,"",""
17110,2013-11-08T00:00:00.000+05:30,6679
13935,2013-10-20T00:00:00.000+05:30,6680
27238,2014-01-10T00:00:00.000+05:30,6680
13761,2013-10-19T00:00:00.000+05:30,6691
30460,2014-01-30T00:00:00.000+05:30,6691
17255,2013-11-09T00:00:00.000+05:30,6694
36650,2014-03-06T00:00:00.000+05:30,6694
23717,2013-12-19T00:00:00.000+05:30,6697
52852,2014-06-22T00:00:00.000+05:30,6697
65207,2014-05-04T00:00:00.000+05:30,6697
15821,2013-11-03T00:00:00.000+05:30,6701
24298,2013-12-22T00:00:00.000+05:30,6701
59410,2013-09-28T00:00:00.000+05:30,6701
4062,2013-08-17T00:00:00.000+05:30,6702
33828,2014-02-18T00:00:00.000+05:30,6702
36591,2014-03-06T00:00:00.000+05:30,6702
65968,2014-06-03T00:00:00.000+05:30,6702
30223,2014-01-28T00:00:00.000+05:30,6703
60932,2013-11-24T00:00:00.000+05:30,6703
57544,2014-07-23T00:00:00.000+05:30,6705
66080,2014-06-07T00:00:00.000+05:30,6707
15375,2013-10-31T00:00:00.000+05:30,6725
17203,2013-11-09T00:00:00.000+05:30,6725
54346,2014-07-03T00:00:00.000+05:30,6725
34310,2014-02-21T00:00:00.000+05:30,6733
11345,2013-10-03T00:00:00.000+05:30,6734
14593,2013-10-25T00:00:00.000+05:30,6734
2049,2013-08-05T00:00:00.000+05:30,6736
4978,2013-08-24T00:00:00.000+05:30,6742
26958,2014-01-08T00:00:00.000+05:30,6742
63124,2014-02-13T00:00:00.000+05:30,6742
2751,2013-08-09T00:00:00.000+05:30,6745
337,2013-07-26T00:00:00.000+05:30,6747
66432,2014-06-19T00:00:00.000+05:30,6747
15108,2013-10-29T00:00:00.000+05:30,6753
46494,2014-05-09T00:00:00.000+05:30,6753
68878,2014-07-08T00:00:00.000+05:30,6753
61276,2013-12-08T00:00:00.000+05:30,6754
42757,2014-04-15T00:00:00.000+05:30,6757
59910,2013-10-17T00:00:00.000+05:30,6757
60676,2013-11-16T00:00:00.000+05:30,6757
61427,2013-12-14T00:00:00.000+05:30,6757
26328,2014-01-04T00:00:00.000+05:30,6761
3897,2013-08-17T00:00:00.000+05:30,6769
629,2013-07-28T00:00:00.000+05:30,6772
30487,2014-01-30T00:00:00.000+05:30,6772
36915,2014-03-10T00:00:00.000+05:30,6779
67021,2014-07-10T00:00:00.000+05:30,6779
6161,2013-09-02T00:00:00.000+05:30,6784
63558,2014-03-02T00:00:00.000+05:30,6790
18776,2013-11-18T00:00:00.000+05:30,6806
44573,2014-04-27T00:00:00.000+05:30,6806
50064,2014-06-03T00:00:00.000+05:30,6806
68227,2014-03-12T00:00:00.000+05:30,6806
21731,2013-12-05T00:00:00.000+05:30,6812
37148,2014-03-11T00:00:00.000+05:30,6812
59871,2013-10-16T00:00:00.000+05:30,6812
61304,2013-12-09T00:00:00.000+05:30,6812
26591,2014-01-05T00:00:00.000+05:30,6814
33023,2014-02-14T00:00:00.000+05:30,6825
55625,2014-07-12T00:00:00.000+05:30,6836
37262,2014-03-11T00:00:00.000+05:30,6841
16435,2013-11-05T00:00:00.000+05:30,6852
33821,2014-02-18T00:00:00.000+05:30,6852
55469,2014-07-10T00:00:00.000+05:30,6852
11021,2013-09-30T00:00:00.000+05:30,6858
10314,2013-09-26T00:00:00.000+05:30,6859
21463,2013-12-04T00:00:00.000+05:30,6868
33595,2014-02-17T00:00:00.000+05:30,6868
39885,2014-03-28T00:00:00.000+05:30,6868
41586,2014-04-08T00:00:00.000+05:30,6868
12140,2013-10-07T00:00:00.000+05:30,6869
17860,2013-11-12T00:00:00.000+05:30,6869
54478,2014-07-04T00:00:00.000+05:30,6869
41815,2014-04-09T00:00:00.000+05:30,6870
49089,2014-05-26T00:00:00.000+05:30,6870
12459,2013-10-09T00:00:00.000+05:30,6872
14602,2013-10-25T00:00:00.000+05:30,6872
50033,2014-06-02T00:00:00.000+05:30,6872
2732,2013-08-09T00:00:00.000+05:30,6875
57757,2013-07-25T00:00:00.000+05:30,6875
5180,2013-08-25T00:00:00.000+05:30,6881
19600,2013-11-23T00:00:00.000+05:30,6881
63448,2014-02-26T00:00:00.000+05:30,6881
68558,2014-06-14T00:00:00.000+05:30,6881
31960,2014-02-07T00:00:00.000+05:30,6882
11173,2013-10-02T00:00:00.000+05:30,6883
20519,2013-11-29T00:00:00.000+05:30,6883
32085,2014-02-08T00:00:00.000+05:30,6887
36895,2014-03-08T00:00:00.000+05:30,6887
6475,2013-09-03T00:00:00.000+05:30,6894
46464,2014-05-09T00:00:00.000+05:30,6894
57235,2014-07-21T00:00:00.000+05:30,6894
534,2013-07-28T00:00:00.000+05:30,6896
65882,2014-06-01T00:00:00.000+05:30,6896
44914,2014-04-29T00:00:00.000+05:30,6900
61599,2013-12-20T00:00:00.000+05:30,6905
65719,2014-05-23T00:00:00.000+05:30,6906
7745,2013-09-10T00:00:00.000+05:30,6907
22446,2013-12-10T00:00:00.000+05:30,6907
43835,2014-04-23T00:00:00.000+05:30,6907
54952,2014-07-08T00:00:00.000+05:30,6907
41753,2014-04-08T00:00:00.000+05:30,6914
47430,2014-05-14T00:00:00.000+05:30,6914
64563,2014-04-11T00:00:00.000+05:30,6914
33425,2014-02-16T00:00:00.000+05:30,6916
47207,2014-05-13T00:00:00.000+05:30,6916
4308,2013-08-19T00:00:00.000+05:30,6920
48497,2014-05-21T00:00:00.000+05:30,6920
5984,2013-08-31T00:00:00.000+05:30,6942
22072,2013-12-07T00:00:00.000+05:30,6942
34480,2014-02-22T00:00:00.000+05:30,6942
40954,2014-04-03T00:00:00.000+05:30,6942
2037,2013-08-05T00:00:00.000+05:30,6949
31986,2014-02-07T00:00:00.000+05:30,6949
26338,2014-01-04T00:00:00.000+05:30,6955
6846,2013-09-06T00:00:00.000+05:30,6973
19368,2013-11-22T00:00:00.000+05:30,6973
58422,2013-08-20T00:00:00.000+05:30,6973
21763,2013-12-06T00:00:00.000+05:30,6974
23719,2013-12-19T00:00:00.000+05:30,6974
51093,2014-06-09T00:00:00.000+05:30,6975
53546,2014-06-27T00:00:00.000+05:30,6975
67790,2013-11-07T00:00:00.000+05:30,6975
31194,2014-02-03T00:00:00.000+05:30,6984
31167,2014-02-02T00:00:00.000+05:30,6986
47977,2014-05-18T00:00:00.000+05:30,6986
6972,2013-09-06T00:00:00.000+05:30,6993
33090,2014-02-14T00:00:00.000+05:30,6993
17975,2013-11-13T00:00:00.000+05:30,6996
23885,2013-12-20T00:00:00.000+05:30,6996
41246,2014-04-04T00:00:00.000+05:30,6996
47866,2014-05-17T00:00:00.000+05:30,6996
24374,2013-12-23T00:00:00.000+05:30,7007
17040,2013-11-08T00:00:00.000+05:30,7023
37692,2014-03-14T00:00:00.000+05:30,7023
46938,2014-05-12T00:00:00.000+05:30,7025
50784,2014-06-08T00:00:00.000+05:30,7025
18836,2013-11-19T00:00:00.000+05:30,7028
34711,2014-02-24T00:00:00.000+05:30,7028
62192,2014-01-11T00:00:00.000+05:30,7028
38071,2014-03-16T00:00:00.000+05:30,7029
4561,2013-08-22T00:00:00.000+05:30,7037
20182,2013-11-27T00:00:00.000+05:30,7037
9458,2013-09-22T00:00:00.000+05:30,7050
14096,2013-10-21T00:00:00.000+05:30,7050
38344,2014-03-18T00:00:00.000+05:30,7050
43977,2014-04-23T00:00:00.000+05:30,7050
62873,2014-02-04T00:00:00.000+05:30,7050
19879,2013-11-24T00:00:00.000+05:30,7051
12291,2013-10-08T00:00:00.000+05:30,7052
47334,2014-05-14T00:00:00.000+05:30,7052
56702,2014-07-18T00:00:00.000+05:30,7060
53157,2014-06-25T00:00:00.000+05:30,7062
20326,2013-11-28T00:00:00.000+05:30,7063
56412,2014-07-17T00:00:00.000+05:30,7063
33511,2014-02-16T00:00:00.000+05:30,7064
9514,2013-09-23T00:00:00.000+05:30,7068
54892,2014-07-07T00:00:00.000+05:30,7068
62144,2014-01-10T00:00:00.000+05:30,7068
66536,2014-06-22T00:00:00.000+05:30,7068
44209,2014-04-25T00:00:00.000+05:30,7080
19345,2013-11-22T00:00:00.000+05:30,7086
20830,2013-11-30T00:00:00.000+05:30,7086
34542,2014-02-23T00:00:00.000+05:30,7095
65747,2014-05-24T00:00:00.000+05:30,7095
15693,2013-11-02T00:00:00.000+05:30,7105
42260,2014-04-11T00:00:00.000+05:30,7105
14744,2013-10-26T00:00:00.000+05:30,7115
9909,2013-09-25T00:00:00.000+05:30,7121
21124,2013-12-02T00:00:00.000+05:30,7121
28267,2014-01-15T00:00:00.000+05:30,7127
29010,2014-01-20T00:00:00.000+05:30,7127
24579,2013-12-24T00:00:00.000+05:30,7128
6,2013-07-25T00:00:00.000+05:30,7130
39314,2014-03-24T00:00:00.000+05:30,7130
52168,2014-06-17T00:00:00.000+05:30,7130
55228,2014-07-09T00:00:00.000+05:30,7130
63750,2014-03-11T00:00:00.000+05:30,7135
25307,2013-12-28T00:00:00.000+05:30,7138
19705,2013-11-24T00:00:00.000+05:30,7144
15598,2013-11-01T00:00:00.000+05:30,7149
52731,2014-06-20T00:00:00.000+05:30,7149
22992,2013-12-13T00:00:00.000+05:30,7155
28808,2014-01-19T00:00:00.000+05:30,7160
50407,2014-06-06T00:00:00.000+05:30,7160
43111,2014-04-18T00:00:00.000+05:30,7170
66111,2014-06-08T00:00:00.000+05:30,7170
10853,2013-09-30T00:00:00.000+05:30,7179
14222,2013-10-22T00:00:00.000+05:30,7187
52947,2014-06-23T00:00:00.000+05:30,7187
62315,2014-01-16T00:00:00.000+05:30,7188
63263,2014-02-19T00:00:00.000+05:30,7188
53833,2014-06-29T00:00:00.000+05:30,7198
2855,2013-08-10T00:00:00.000+05:30,7201
47939,2014-05-18T00:00:00.000+05:30,7201
54537,2014-07-04T00:00:00.000+05:30,7201
936,2013-07-30T00:00:00.000+05:30,7202
11209,2013-10-02T00:00:00.000+05:30,7202
59052,2013-09-14T00:00:00.000+05:30,7202
35181,2014-02-27T00:00:00.000+05:30,7206
39674,2014-03-27T00:00:00.000+05:30,7206
49985,2014-06-02T00:00:00.000+05:30,7206
13470,2013-10-16T00:00:00.000+05:30,7215
13990,2013-10-20T00:00:00.000+05:30,7215
36855,2014-03-08T00:00:00.000+05:30,7215
61046,2013-11-28T00:00:00.000+05:30,7215
9306,2013-09-21T00:00:00.000+05:30,7218
21068,2013-12-01T00:00:00.000+05:30,7218
55001,2014-07-08T00:00:00.000+05:30,7218
795,2013-07-29T00:00:00.000+05:30,7219
61618,2013-12-20T00:00:00.000+05:30,7219
547,2013-07-28T00:00:00.000+05:30,7220
53910,2014-06-30T00:00:00.000+05:30,7220
63850,2014-03-15T00:00:00.000+05:30,7220
47580,2014-05-15T00:00:00.000+05:30,7222
7725,2013-09-10T00:00:00.000+05:30,7223
19856,2013-11-24T00:00:00.000+05:30,7223
49298,2014-05-28T00:00:00.000+05:30,7223
49512,2014-05-29T00:00:00.000+05:30,7223
65441,2014-05-12T00:00:00.000+05:30,7223
30178,2014-01-28T00:00:00.000+05:30,7234
7798,2013-09-10T00:00:00.000+05:30,7241
495,2013-07-27T00:00:00.000+05:30,7242
52077,2014-06-16T00:00:00.000+05:30,7242
8361,2013-09-14T00:00:00.000+05:30,7245
10638,2013-09-28T00:00:00.000+05:30,7245
30120,2014-01-28T00:00:00.000+05:30,7245
44832,2014-04-28T00:00:00.000+05:30,7245
1032,2013-07-30T00:00:00.000+05:30,7246
23447,2013-12-18T00:00:00.000+05:30,7247
52423,2014-06-19T00:00:00.000+05:30,7247
65708,2014-05-23T00:00:00.000+05:30,7247
13556,2013-10-17T00:00:00.000+05:30,7258
14829,2013-10-27T00:00:00.000+05:30,7258
7267,2013-09-08T00:00:00.000+05:30,7261
60934,2013-11-25T00:00:00.000+05:30,7261
1777,2013-08-03T00:00:00.000+05:30,7264
29305,2014-01-22T00:00:00.000+05:30,7267
35910,2014-03-03T00:00:00.000+05:30,7267
68728,2013-10-07T00:00:00.000+05:30,7267
8607,2013-09-17T00:00:00.000+05:30,7273
27464,2014-01-11T00:00:00.000+05:30,7274
65910,2014-06-02T00:00:00.000+05:30,7277
6170,2013-09-02T00:00:00.000+05:30,7278
8367,2013-09-14T00:00:00.000+05:30,7278
32281,2014-02-09T00:00:00.000+05:30,7278
10475,2013-09-27T00:00:00.000+05:30,7281
38065,2014-03-16T00:00:00.000+05:30,7281
27803,2014-01-13T00:00:00.000+05:30,7282
34666,2014-02-23T00:00:00.000+05:30,7282
64416,2014-04-06T00:00:00.000+05:30,7282
4934,2013-08-24T00:00:00.000+05:30,7297
27500,2014-01-11T00:00:00.000+05:30,7299
46862,2014-05-11T00:00:00.000+05:30,7299
29664,2014-01-24T00:00:00.000+05:30,7314
36715,2014-03-07T00:00:00.000+05:30,7314
5437,2013-08-27T00:00:00.000+05:30,7319
11973,2013-10-06T00:00:00.000+05:30,7319
13335,2013-10-15T00:00:00.000+05:30,7321
42547,2014-04-13T00:00:00.000+05:30,7334
60014,2013-10-20T00:00:00.000+05:30,7334
32499,2014-02-10T00:00:00.000+05:30,7336
8803,2013-09-18T00:00:00.000+05:30,7337
31002,2014-02-01T00:00:00.000+05:30,7347
36453,2014-03-05T00:00:00.000+05:30,7347
9854,2013-09-24T00:00:00.000+05:30,7349
24307,2013-12-22T00:00:00.000+05:30,7351
35106,2014-02-26T00:00:00.000+05:30,7351
18542,2013-11-17T00:00:00.000+05:30,7354
25032,2013-12-26T00:00:00.000+05:30,7354
30814,2014-02-01T00:00:00.000+05:30,7355
52875,2014-06-22T00:00:00.000+05:30,7355
12224,2013-10-08T00:00:00.000+05:30,7357
22145,2013-12-07T00:00:00.000+05:30,7359
31316,2014-02-03T00:00:00.000+05:30,7359
49291,2014-05-28T00:00:00.000+05:30,7360
13861,2013-10-19T00:00:00.000+05:30,7361
21896,2013-12-06T00:00:00.000+05:30,7361
56428,2014-07-17T00:00:00.000+05:30,7361
4086,2013-08-17T00:00:00.000+05:30,7362
26088,2014-01-03T00:00:00.000+05:30,7362
37948,2014-03-15T00:00:00.000+05:30,7362
38974,2014-03-22T00:00:00.000+05:30,7362
45963,2014-05-06T00:00:00.000+05:30,7362
7702,2013-09-10T00:00:00.000+05:30,7370
38996,2014-03-22T00:00:00.000+05:30,7370
25682,2013-12-31T00:00:00.000+05:30,7381
26648,2014-01-06T00:00:00.000+05:30,7382
43342,2014-04-20T00:00:00.000+05:30,7382
47696,2014-05-16T00:00:00.000+05:30,7382
38550,2014-03-19T00:00:00.000+05:30,7384
1611,2013-08-02T00:00:00.000+05:30,7387
6201,2013-09-02T00:00:00.000+05:30,7387
18798,2013-11-18T00:00:00.000+05:30,7387
18253,2013-11-14T00:00:00.000+05:30,7401
37093,2014-03-10T00:00:00.000+05:30,7401
57262,2014-07-21T00:00:00.000+05:30,7401
28796,2014-01-19T00:00:00.000+05:30,7402
62543,2014-01-24T00:00:00.000+05:30,7409
987,2013-07-30T00:00:00.000+05:30,7418
31134,2014-02-02T00:00:00.000+05:30,7418
6308,2013-09-02T00:00:00.000+05:30,7424
42670,2014-04-14T00:00:00.000+05:30,7424
3821,2013-08-16T00:00:00.000+05:30,7425
36474,2014-03-06T00:00:00.000+05:30,7425
25344,2013-12-28T00:00:00.000+05:30,7434
26100,2014-01-03T00:00:00.000+05:30,7434
62298,2014-01-16T00:00:00.000+05:30,7445
10311,2013-09-26T00:00:00.000+05:30,7450
57111,2014-07-20T00:00:00.000+05:30,7450
8887,2013-09-19T00:00:00.000+05:30,7452
13488,2013-10-16T00:00:00.000+05:30,7452
18773,2013-11-18T00:00:00.000+05:30,7452
28072,2014-01-14T00:00:00.000+05:30,7452
31674,2014-02-06T00:00:00.000+05:30,7452
53702,2014-06-28T00:00:00.000+05:30,7460
20300,2013-11-28T00:00:00.000+05:30,7461
28468,2014-01-16T00:00:00.000+05:30,7461
51494,2014-06-13T00:00:00.000+05:30,7461
53104,2014-06-25T00:00:00.000+05:30,7461
27784,2014-01-13T00:00:00.000+05:30,7473
11805,2013-10-05T00:00:00.000+05:30,7475
23172,2013-12-15T00:00:00.000+05:30,7475
741,2013-07-29T00:00:00.000+05:30,7481
36845,2014-03-08T00:00:00.000+05:30,7481
22609,2013-12-11T00:00:00.000+05:30,7487
17786,2013-11-12T00:00:00.000+05:30,7488
11176,2013-10-02T00:00:00.000+05:30,7491
22892,2013-12-12T00:00:00.000+05:30,7491
41947,2014-04-09T00:00:00.000+05:30,7491
64514,2014-04-09T00:00:00.000+05:30,7491
7575,2013-09-09T00:00:00.000+05:30,7493
23270,2013-12-16T00:00:00.000+05:30,7493
49100,2014-05-26T00:00:00.000+05:30,7493
36614,2014-03-06T00:00:00.000+05:30,7504
34717,2014-02-24T00:00:00.000+05:30,7512
36708,2014-03-07T00:00:00.000+05:30,7512
37927,2014-03-15T00:00:00.000+05:30,7516
37979,2014-03-15T00:00:00.000+05:30,7516
63313,2014-02-20T00:00:00.000+05:30,7517
28043,2014-01-14T00:00:00.000+05:30,7522
32174,2014-02-09T00:00:00.000+05:30,7522
59248,2013-09-22T00:00:00.000+05:30,7522
61966,2014-01-04T00:00:00.000+05:30,7524
23370,2013-12-17T00:00:00.000+05:30,7526
34318,2014-02-21T00:00:00.000+05:30,7526
11211,2013-10-02T00:00:00.000+05:30,7537
31994,2014-02-08T00:00:00.000+05:30,7537
47352,2014-05-14T00:00:00.000+05:30,7537
30548,2014-01-30T00:00:00.000+05:30,7563
13959,2013-10-20T00:00:00.000+05:30,7568
60714,2013-11-18T00:00:00.000+05:30,7568
18585,2013-11-17T00:00:00.000+05:30,7569
66168,2014-06-10T00:00:00.000+05:30,7569
3252,2013-08-12T00:00:00.000+05:30,7571
35043,2014-02-25T00:00:00.000+05:30,7571
16296,2013-11-04T00:00:00.000+05:30,7573
28144,2014-01-15T00:00:00.000+05:30,7573
29303,2014-01-22T00:00:00.000+05:30,7583
30289,2014-01-29T00:00:00.000+05:30,7583
49323,2014-05-28T00:00:00.000+05:30,7583
20372,2013-11-28T00:00:00.000+05:30,7599
50434,2014-06-06T00:00:00.000+05:30,7599
4534,2013-08-21T00:00:00.000+05:30,7606
46591,2014-05-10T00:00:00.000+05:30,7606
46968,2014-05-12T00:00:00.000+05:30,7606
47507,2014-05-15T00:00:00.000+05:30,7606
47877,2014-05-17T00:00:00.000+05:30,7606
10891,2013-09-30T00:00:00.000+05:30,7611
54029,2014-07-01T00:00:00.000+05:30,7611
3578,2013-08-14T00:00:00.000+05:30,7613
21688,2013-12-05T00:00:00.000+05:30,7613
41833,2014-04-09T00:00:00.000+05:30,7614
9805,2013-09-24T00:00:00.000+05:30,7616
65629,2014-05-20T00:00:00.000+05:30,7616
66217,2014-06-11T00:00:00.000+05:30,7616
7892,2013-09-12T00:00:00.000+05:30,7620
13125,2013-10-13T00:00:00.000+05:30,7620
24912,2013-12-26T00:00:00.000+05:30,7620
65927,2014-06-02T00:00:00.000+05:30,7620
524,2013-07-28T00:00:00.000+05:30,7622
10877,2013-09-30T00:00:00.000+05:30,7622
16403,2013-11-05T00:00:00.000+05:30,7622
25287,2013-12-28T00:00:00.000+05:30,7622
45676,2014-05-04T00:00:00.000+05:30,7624
53148,2014-06-25T00:00:00.000+05:30,7628
4260,2013-08-19T00:00:00.000+05:30,7629
24134,2013-12-21T00:00:00.000+05:30,7629
38663,2014-03-20T00:00:00.000+05:30,7629
54565,2014-07-05T00:00:00.000+05:30,7629
52995,2014-06-23T00:00:00.000+05:30,7640
62761,2014-01-31T00:00:00.000+05:30,7640
12173,2013-10-07T00:00:00.000+05:30,7651
40320,2014-03-31T00:00:00.000+05:30,7651
53795,2014-06-29T00:00:00.000+05:30,7651
22132,2013-12-07T00:00:00.000+05:30,7653
15948,2013-11-03T00:00:00.000+05:30,7658
18640,2013-11-17T00:00:00.000+05:30,7658
45130,2014-04-30T00:00:00.000+05:30,7658
57936,2013-07-31T00:00:00.000+05:30,7658
58198,2013-08-11T00:00:00.000+05:30,7658
68789,2014-01-25T00:00:00.000+05:30,7658
13605,2013-10-17T00:00:00.000+05:30,7659
29080,2014-01-20T00:00:00.000+05:30,7667
60050,2013-10-22T00:00:00.000+05:30,7667
60414,2013-11-05T00:00:00.000+05:30,7667
61564,2013-12-18T00:00:00.000+05:30,7667
42709,2014-04-15T00:00:00.000+05:30,7669
61482,2013-12-15T00:00:00.000+05:30,7669
32298,2014-02-09T00:00:00.000+05:30,7677
40237,2014-03-31T00:00:00.000+05:30,7677
51616,2014-06-13T00:00:00.000+05:30,7677
68279,2014-03-26T00:00:00.000+05:30,7677
794,2013-07-29T00:00:00.000+05:30,7683
2445,2013-08-07T00:00:00.000+05:30,7683
3411,2013-08-13T00:00:00.000+05:30,7683
28428,2014-01-16T00:00:00.000+05:30,7684
40679,2014-04-02T00:00:00.000+05:30,7684
1832,2013-08-03T00:00:00.000+05:30,7693
47848,2014-05-17T00:00:00.000+05:30,7700
41241,2014-04-04T00:00:00.000+05:30,7703
58468,2013-08-21T00:00:00.000+05:30,7703
35073,2014-02-26T00:00:00.000+05:30,7707
52082,2014-06-16T00:00:00.000+05:30,7707
36658,2014-03-06T00:00:00.000+05:30,7708
50575,2014-06-07T00:00:00.000+05:30,7708
30026,2014-01-27T00:00:00.000+05:30,7709
64764,2014-04-18T00:00:00.000+05:30,7709
33915,2014-02-18T00:00:00.000+05:30,7712
60810,2013-11-21T00:00:00.000+05:30,7712
25099,2013-12-27T00:00:00.000+05:30,7716
46788,2014-05-11T00:00:00.000+05:30,7716
40727,2014-04-02T00:00:00.000+05:30,7721
9814,2013-09-24T00:00:00.000+05:30,7723
58818,2013-09-04T00:00:00.000+05:30,7723
21764,2013-12-06T00:00:00.000+05:30,7733
36258,2014-03-04T00:00:00.000+05:30,7733
49614,2014-05-31T00:00:00.000+05:30,7733
22278,2013-12-08T00:00:00.000+05:30,7734
1709,2013-08-02T00:00:00.000+05:30,7736
23403,2013-12-17T00:00:00.000+05:30,7736
55468,2014-07-10T00:00:00.000+05:30,7736
27443,2014-01-11T00:00:00.000+05:30,7743
57569,2014-07-23T00:00:00.000+05:30,7743
12475,2013-10-09T00:00:00.000+05:30,7750
27850,2014-01-13T00:00:00.000+05:30,7750
9691,2013-09-24T00:00:00.000+05:30,7758
16588,2013-11-06T00:00:00.000+05:30,7758
43615,2014-04-21T00:00:00.000+05:30,7758
51432,2014-06-13T00:00:00.000+05:30,7758
57296,2014-07-21T00:00:00.000+05:30,7758
62037,2014-01-06T00:00:00.000+05:30,7758
29744,2014-01-24T00:00:00.000+05:30,7765
51553,2014-06-13T00:00:00.000+05:30,7765
10691,2013-09-28T00:00:00.000+05:30,7768
13141,2013-10-13T00:00:00.000+05:30,7768
65287,2014-05-07T00:00:00.000+05:30,7768
58581,2013-08-25T00:00:00.000+05:30,7775
6124,2013-09-01T00:00:00.000+05:30,7776
12474,2013-10-09T00:00:00.000+05:30,7776
63607,2014-03-04T00:00:00.000+05:30,7776
28396,2014-01-16T00:00:00.000+05:30,7780
51510,2014-06-13T00:00:00.000+05:30,7781
19241,2013-11-22T00:00:00.000+05:30,7785
25595,2013-12-30T00:00:00.000+05:30,7785
45538,2014-05-03T00:00:00.000+05:30,7785
7008,2013-09-06T00:00:00.000+05:30,7787
23651,2013-12-19T00:00:00.000+05:30,7787
3009,2013-08-10T00:00:00.000+05:30,7789
26606,2014-01-05T00:00:00.000+05:30,7789
34297,2014-02-21T00:00:00.000+05:30,7789
38851,2014-03-21T00:00:00.000+05:30,7789
37677,2014-03-14T00:00:00.000+05:30,7797
5311,2013-08-26T00:00:00.000+05:30,7798
13791,2013-10-19T00:00:00.000+05:30,7798
18501,2013-11-16T00:00:00.000+05:30,7798
38674,2014-03-20T00:00:00.000+05:30,7798
15576,2013-11-01T00:00:00.000+05:30,7803
22070,2013-12-07T00:00:00.000+05:30,7803
15607,2013-11-01T00:00:00.000+05:30,7809
63176,2014-02-14T00:00:00.000+05:30,7809
66810,2014-07-02T00:00:00.000+05:30,7809
28360,2014-01-16T00:00:00.000+05:30,7811
50202,2014-06-04T00:00:00.000+05:30,7811
2455,2013-08-07T00:00:00.000+05:30,7814
49946,2014-06-02T00:00:00.000+05:30,7814
59788,2013-10-13T00:00:00.000+05:30,7814
34272,2014-02-21T00:00:00.000+05:30,7836
52239,2014-06-17T00:00:00.000+05:30,7836
57429,2014-07-22T00:00:00.000+05:30,7836
3299,2013-08-12T00:00:00.000+05:30,7840
3535,2013-08-14T00:00:00.000+05:30,7840
18272,2013-11-14T00:00:00.000+05:30,7840
35264,2014-02-27T00:00:00.000+05:30,7840
37553,2014-03-13T00:00:00.000+05:30,7840
60253,2013-10-31T00:00:00.000+05:30,7845
18173,2013-11-14T00:00:00.000+05:30,7856
10593,2013-09-28T00:00:00.000+05:30,7859
38027,2014-03-16T00:00:00.000+05:30,7865
26649,2014-01-06T00:00:00.000+05:30,7876
55283,2014-07-09T00:00:00.000+05:30,7876
32424,2014-02-10T00:00:00.000+05:30,7879
56673,2014-07-18T00:00:00.000+05:30,7879
8384,2013-09-15T00:00:00.000+05:30,7887
36749,2014-03-07T00:00:00.000+05:30,7887
42602,2014-04-13T00:00:00.000+05:30,7887
62705,2014-01-29T00:00:00.000+05:30,7887
67398,2014-07-24T00:00:00.000+05:30,7889
50004,2014-06-02T00:00:00.000+05:30,7897
53701,2014-06-28T00:00:00.000+05:30,7902
26265,2014-01-03T00:00:00.000+05:30,7903
45291,2014-05-02T00:00:00.000+05:30,7905
16522,2013-11-05T00:00:00.000+05:30,7907
49153,2014-05-27T00:00:00.000+05:30,7907
19002,2013-11-20T00:00:00.000+05:30,7911
44897,2014-04-29T00:00:00.000+05:30,7917
62721,2014-01-29T00:00:00.000+05:30,7917
8376,2013-09-15T00:00:00.000+05:30,7919
7517,2013-09-09T00:00:00.000+05:30,7926
24293,2013-12-22T00:00:00.000+05:30,7926
46613,2014-05-10T00:00:00.000+05:30,7929
55188,2014-07-09T00:00:00.000+05:30,7930
139,2013-07-26T00:00:00.000+05:30,7933
54562,2014-07-05T00:00:00.000+05:30,7934
54479,2014-07-04T00:00:00.000+05:30,7935
51444,2014-06-13T00:00:00.000+05:30,7936
43195,2014-04-18T00:00:00.000+05:30,7947
24151,2013-12-22T00:00:00.000+05:30,7953
53706,2014-06-28T00:00:00.000+05:30,7953
54904,2014-07-07T00:00:00.000+05:30,7953
6003,2013-08-31T00:00:00.000+05:30,7954
28652,2014-01-18T00:00:00.000+05:30,7957
51256,2014-06-11T00:00:00.000+05:30,7957
43276,2014-04-19T00:00:00.000+05:30,7965
56366,2014-07-16T00:00:00.000+05:30,7965
18249,2013-11-14T00:00:00.000+05:30,7966
26375,2014-01-04T00:00:00.000+05:30,7966
22627,2013-12-11T00:00:00.000+05:30,7980
42368,2014-04-12T00:00:00.000+05:30,7980
43196,2014-04-18T00:00:00.000+05:30,7980
37217,2014-03-11T00:00:00.000+05:30,7988
34450,2014-02-22T00:00:00.000+05:30,7992
65493,2014-05-14T00:00:00.000+05:30,7992
39092,2014-03-23T00:00:00.000+05:30,8003
39985,2014-03-29T00:00:00.000+05:30,8003
55106,2014-07-08T00:00:00.000+05:30,8003
1537,2013-08-02T00:00:00.000+05:30,8013
29544,2014-01-23T00:00:00.000+05:30,8013
53416,2014-06-26T00:00:00.000+05:30,8013
31816,2014-02-07T00:00:00.000+05:30,8018
9610,2013-09-23T00:00:00.000+05:30,8025
102,2013-07-25T00:00:00.000+05:30,8027
67481,2013-08-10T00:00:00.000+05:30,8027
29561,2014-01-23T00:00:00.000+05:30,8029
32831,2014-02-12T00:00:00.000+05:30,8029
55527,2014-07-11T00:00:00.000+05:30,8049
31062,2014-02-02T00:00:00.000+05:30,8062
1269,2013-07-31T00:00:00.000+05:30,8069
1702,2013-08-02T00:00:00.000+05:30,8069
